(8194, '10ανακυψασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9080, 'προκατηγγειλεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13779, 'προκατηγγελμενην', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(15952, 'προκειμενησ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(16335, 'προκειμενον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17348, 'προκεινται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13739, 'προκειται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14117, 'προκεκυρωμενην', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9084, 'προκεχειρισμενον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9781, 'προκεχειροτονημενοισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9976, 'προκηρυξαντοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15242, 'προκοπη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14517, 'προκοπην', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(15452, 'προκοψουσιν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(15299, 'προκριματοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13106, 'προλαμβανει', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14001, 'προλεγω', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(14224, 'προλημφθη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14223, 'προληφθη', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(16764, 'προμαρτυρομενον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7306, 'προμελεταν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5076, 'προμεριμνατε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15264, 'προνοει', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12392, 'προνοιαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11073, 'προνοιασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13757, 'προνοουμεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12347, 'προνοουμενοι', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(14262, 'προορισασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14269, 'προορισθεντεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8983, 'προορωμην', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14881, 'προπαθοντεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11843, 'προπατορα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10800, 'προπεμποντων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10117, 'προπεμφθεντεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12496, 'προπεμφθηναι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(17314, 'προπεμψασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13403, 'προπεμψατε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13396, 'προπεμψητε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15698, 'προπεμψον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15498, 'προπετεισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10638, 'προπετεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5557, 'προπορευση', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9434, 'προπορευσονται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(295, 'προσ', 825, 'N/A', 'N/A', 'N/A', 'N/A')
(5278, 'προσαββατον', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(6377, 'προσαγαγε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16915, 'προσαγαγη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10269, 'προσαγαγοντεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11435, 'προσαγειν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15891, 'προσαγορευθεισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11884, 'προσαγωγην', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(4943, 'προσαιτησ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(4944, 'προσαιτων', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(6799, 'προσαναβηθι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6299, 'προσαναλωσασα', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(13805, 'προσαναπληρουσα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14040, 'προσανεθεμην', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14065, 'προσανεθεντο', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13885, 'προσανεπληρωσαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9139, 'προσαπειλησαμενοι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6466, 'προσδαπανησησ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16311, 'προσδεξαμενοι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12520, 'προσδεξησθε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10411, 'προσδεομενοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14598, 'προσδεχεσθε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6866, 'προσδεχεται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11023, 'προσδεχομενοι', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(5674, 'προσδεχομενοισ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(5281, 'προσδεχομενοσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(11107, 'προσδεχονται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3596, 'προσδοκα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(7340, 'προσδοκιασ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(1811, 'προσδοκωμεν', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(5424, 'προσδοκων', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(17195, 'προσδοκωντασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6293, 'προσδοκωντεσ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(5741, 'προσδοκωντοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11529, 'προσδοκωντων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4902, 'προσδραμων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(4237, 'προσεγγισαι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(16198, 'προσεδεξασθε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7590, 'προσεδεχετο', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(11525, 'προσεδοκων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12979, 'προσεδρευοντεσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(7249, 'προσεθετο', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(5749, 'προσεθηκεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7187, 'προσειργασατο', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(9503, 'προσειχον', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(7127, 'προσεκαλεσατο', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9263, 'προσεκληθη', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(10333, 'προσεκληρωθησαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9264, 'προσεκλιθη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1265, 'προσεκοψαν', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(5293, 'προσεκυλισεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1279, 'προσεκυνει', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(285, 'προσεκυνησαν', 12, 'N/A', 'N/A', 'N/A', 'N/A')
(2550, 'προσεκυνησεν', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(5241, 'προσεκυνουν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12400, 'προσελαβετο', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(10520, 'προσελαβοντο', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(16384, 'προσεληλυθατε', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(9564, 'προσελθε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1384, 'προσελθοντεσ', 22, 'N/A', 'N/A', 'N/A', 'N/A')
(3876, 'προσελθοντων', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(1552, 'προσελθουσα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(4129, 'προσελθουσαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(534, 'προσελθων', 33, 'N/A', 'N/A', 'N/A', 'N/A')
(4238, 'προσενεγκαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15885, 'προσενεγκασ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(1294, 'προσενεγκε', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(16034, 'προσενεγκη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1295, 'προσενεγκον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16131, 'προσενεχθεισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16257, 'προσενηνοχεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1259, 'προσεπεσαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4516, 'προσεπεσεν', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(1258, 'προσεπεσον', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(4300, 'προσεπιπτεν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(4302, 'προσεπιπτον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7657, 'προσεποιειτο', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(7659, 'προσεποιησατο', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6098, 'προσερηξεν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(6097, 'προσερρηξεν', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(9755, 'προσερχεσθαι', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(15324, 'προσερχεται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7553, 'προσερχομενοι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(16229, 'προσερχομενον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6378, 'προσερχομενου', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(16018, 'προσερχομενουσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(1502, 'προσερχονται', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(15868, 'προσερχωμεθα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(15993, 'προσεσχηκεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(185, 'προσεταξεν', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(9819, 'προσετεθη', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(9018, 'προσετεθησαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9030, 'προσετιθει', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9215, 'προσετιθεντο', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(982, 'προσευξαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8905, 'προσευξαμενοι', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(11543, 'προσευξαμενοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2429, 'προσευξασθαι', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(16722, 'προσευξασθωσαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2914, 'προσευξηται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13244, 'προσευξομαι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(12070, 'προσευξομεθα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(3808, 'προσευξωμαι', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(12071, 'προσευξωμεθα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9704, 'προσευχαι', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(9022, 'προσευχαισ', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(15114, 'προσευχασ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(974, 'προσευχεσθαι', 8, 'N/A', 'N/A', 'N/A', 'N/A')
(917, 'προσευχεσθε', 16, 'N/A', 'N/A', 'N/A', 'N/A')
(13241, 'προσευχεσθω', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(9610, 'προσευχεται', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(967, 'προσευχη', 17, 'N/A', 'N/A', 'N/A', 'N/A')
(10254, 'προσευχην', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(3107, 'προσευχησ', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(969, 'προσευχησθε', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(14513, 'προσευχομαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15007, 'προσευχομεθα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13076, 'προσευχομενη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(983, 'προσευχομενοι', 14, 'N/A', 'N/A', 'N/A', 'N/A')
(5392, 'προσευχομενον', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(3816, 'προσευχομενοσ', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(5752, 'προσευχομενου', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(7288, 'προσευχονται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13242, 'προσευχωμαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11614, 'προσευχων', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(16258, 'προσεφερεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1445, 'προσεφερον', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(10903, 'προσεφωνει', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(6012, 'προσεφωνησεν', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(15237, 'προσεχε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2617, 'προσεχειν', 8, 'N/A', 'N/A', 'N/A', 'N/A')
(947, 'προσεχετε', 11, 'N/A', 'N/A', 'N/A', 'N/A')
(15174, 'προσεχοντασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15200, 'προσεχοντεσ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(11347, 'προσεωντοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(676, 'προσηλθαν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(1301, 'προσηλθεν', 8, 'N/A', 'N/A', 'N/A', 'N/A')
(592, 'προσηλθον', 19, 'N/A', 'N/A', 'N/A', 'N/A')
(8940, 'προσηλυτοι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3357, 'προσηλυτον', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(10010, 'προσηλυτων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14765, 'προσηλωσασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2716, 'προσηνεγκα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(288, 'προσηνεγκαν', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(7499, 'προσηνεγκατε', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(3646, 'προσηνεγκεν', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(2019, 'προσηνεχθη', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(2912, 'προσηνεχθησαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7188, 'προσηργασατο', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11545, 'προσηρχοντο', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10802, 'προσηυξαμεθα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(9519, 'προσηυξαντο', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3824, 'προσηυξατο', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(4211, 'προσηυχετο', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(1083, 'προσθειναι', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(7173, 'προσθεισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7041, 'προσθεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6632, 'προσθηναι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13572, 'προσκαιρα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4366, 'προσκαιροι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16270, 'προσκαιρον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2205, 'προσκαιροσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4306, 'προσκαλειται', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(9277, 'προσκαλεσαμενοι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(1620, 'προσκαλεσαμενοσ', 26, 'N/A', 'N/A', 'N/A', 'N/A')
(16721, 'προσκαλεσασθω', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9010, 'προσκαλεσηται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14831, 'προσκαρτερειτε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4294, 'προσκαρτερη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14497, 'προσκαρτερησει', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9295, 'προσκαρτερησομεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8873, 'προσκαρτερουντεσ', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(9714, 'προσκαρτερουντων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9515, 'προσκαρτερων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9911, 'προσκεκλημαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10231, 'προσκεκληται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4423, 'προσκεφαλαιον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15300, 'προσκλησιν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(15301, 'προσκλισιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2883, 'προσκολληθησεται', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(12417, 'προσκομμα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(12176, 'προσκομματοσ', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(13632, 'προσκοπην', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8344, 'προσκοπτει', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(16824, 'προσκοπτουσιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(567, 'προσκοψησ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(4079, 'προσκυλισασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17905, 'προσκυνει', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7896, 'προσκυνειν', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(7898, 'προσκυνειτε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(213, 'προσκυνησαι', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(7703, 'προσκυνησαντεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17901, 'προσκυνησατε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15741, 'προσκυνησατωσαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13267, 'προσκυνησει', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(589, 'προσκυνησεισ', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(7897, 'προσκυνησετε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(586, 'προσκυνησησ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(18095, 'προσκυνησον', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(7902, 'προσκυνησουσιν', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(266, 'προσκυνησω', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9559, 'προσκυνησων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(8422, 'προσκυνησωσιν', 8, 'N/A', 'N/A', 'N/A', 'N/A')
(7901, 'προσκυνηται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7899, 'προσκυνουμεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7904, 'προσκυνουντασ', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(17914, 'προσκυνουντεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3022, 'προσκυνουσα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11460, 'προσλαβειν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(10335, 'προσλαβομενοι', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(2652, 'προσλαβομενοσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(15714, 'προσλαβου', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(11583, 'προσλαλησαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10011, 'προσλαλουντεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12394, 'προσλαμβανεσθε', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(12238, 'προσλημψισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12237, 'προσληψισ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(15060, 'προσμειναι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10494, 'προσμεινασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15258, 'προσμενει', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9818, 'προσμενειν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(2573, 'προσμενουσιν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(15722, 'προσοφειλεισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9718, 'προσπεινοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6307, 'προσπεσουσα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8975, 'προσπηξαντεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8169, 'προσποιουμενοσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(4932, 'προσπορευονται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12525, 'προστατισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16393, 'προστεθηναι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1117, 'προστεθησεται', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(9767, 'προστεταγμενα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10415, 'προστεταγμενουσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15167, 'προστηναι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4825, 'προστρεχοντεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8797, 'προσφαγιον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16159, 'προσφατον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10446, 'προσφατωσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(810, 'προσφερε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16084, 'προσφερει', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8587, 'προσφερειν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(16354, 'προσφερεται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15874, 'προσφερη', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(799, 'προσφερησ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16135, 'προσφερομεναι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16089, 'προσφερονται', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(7554, 'προσφεροντεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16035, 'προσφεροντων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4895, 'προσφερουσιν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(16149, 'προσφερων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6598, 'προσφερωσιν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(14659, 'προσφιλη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10859, 'προσφορα', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(14413, 'προσφοραν', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(11112, 'προσφορασ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(1876, 'προσφωνουντα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1874, 'προσφωνουσιν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(16276, 'προσχυσιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6558, 'προσψαυετε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1019, 'προσωπα', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(16559, 'προσωπολημπτειτε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9770, 'προσωπολημπτησ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11733, 'προσωπολημψια', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(16544, 'προσωπολημψιαισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16558, 'προσωποληπτειτε', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(9769, 'προσωποληπτησ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(11732, 'προσωποληψια', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(16543, 'προσωποληψιαισ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(1024, 'προσωπον', 55, 'N/A', 'N/A', 'N/A', 'N/A')
(1846, 'προσωπου', 22, 'N/A', 'N/A', 'N/A', 'N/A')
(13481, 'προσωπω', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(13444, 'προσωπων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4657, 'προσωρμισθησαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15816, 'προσωχθισα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15825, 'προσωχθισεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14392, 'προτεραν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8088, 'προτερον', 14, 'N/A', 'N/A', 'N/A', 'N/A')
(10525, 'προτρεψαμενοι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9508, 'προυπηρχεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7496, 'προυπηρχον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3349, 'προφασει', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(8578, 'προφασιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6088, 'προφερει', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(1185, 'προφηται', 21, 'N/A', 'N/A', 'N/A', 'N/A')
(4153, 'προφηταισ', 14, 'N/A', 'N/A', 'N/A', 'N/A')
(718, 'προφητασ', 15, 'N/A', 'N/A', 'N/A', 'N/A')
